Loan_ID,Gender,Married,Dependents,Education,Self_Employed,ApplicantIncome,CoapplicantIncome,LoanAmount,Loan_Amount_Term,Credit_History,Property_Area,Loan_Status
LP007886,Female,No,2,Graduate,No,4648.0,3081.0,167.6,360.0,0.0,Urban,N
LP008437,Male,Yes,0,Graduate,No,4272.0,2135.0,154.0,360.0,1.0,Rural,Y
LP008943,Male,Yes,0,Graduate,No,5000.0,526.0,136.0,180.0,1.0,Semiurban,Y
LP005724,Male,Yes,2,Graduate,No,4868.0,875.0,104.3,360.0,1.0,Urban,Y
LP003645,Male,Yes,3+,Graduate,No,4309.0,1965.0,140.0,360.0,1.0,Rural,Y
LP004767,Male,Yes,0,Graduate,No,838.0,2215.0,108.4,360.0,1.0,Semiurban,Y
LP003398,Female,No,0,Graduate,No,4220.0,320.0,129.5,180.0,1.0,Urban,Y
LP002530,,Yes,2,Graduate,No,2873.0,1872.0,132.0,360.0,0.0,Semiurban,N
LP006924,Male,Yes,0,Graduate,No,3120.0,86.0,154.0,240.0,1.0,Semiurban,Y
LP004793,Male,Yes,0,Graduate,No,5608.0,1730.0,96.1,300.0,1.0,Semiurban,Y
LP007727,Male,,0,Graduate,No,3894.0,2387.0,172.0,240.0,1.0,Urban,Y
LP004714,Male,No,0,Graduate,Yes,5317.0,0.0,146.9,360.0,0.0,Semiurban,N
LP002489,Female,No,1,Not Graduate,,5191.0,0.0,132.0,360.0,1.0,Semiurban,Y
LP009289,Female,Yes,0,Graduate,No,3341.0,37.0,153.3,360.0,1.0,Urban,Y
LP001864,Male,Yes,3+,Not Graduate,No,4931.0,0.0,128.0,360.0,,Semiurban,N
LP006029,Male,Yes,0,Graduate,No,4992.0,0.0,1000.0,240.0,1.0,Semiurban,Y
LP006766,Male,Yes,1,Not Graduate,No,1.0,0.0,143.5,360.0,1.0,Rural,Y
LP010010,Male,No,1,Graduate,No,2824.0,0.0,154.3,360.0,1.0,Semiurban,Y
LP010109,Male,Yes,1,Graduate,No,2878.0,730.0,87.1,360.0,1.0,Semiurban,Y
LP003627,Male,Yes,0,Not Graduate,Yes,5394.0,305.0,167.8,360.0,0.0,Urban,N
LP007302,Female,Yes,0,Graduate,Yes,3413.0,2565.0,143.5,360.0,1.0,Rural,Y
LP009192,Female,Yes,0,Not Graduate,No,3007.0,2833.0,110.5,360.0,1.0,Semiurban,N
LP003688,Male,Yes,2,Graduate,No,5021.0,2542.0,138.4,360.0,1.0,Urban,Y
LP003766,Male,No,0,Graduate,No,3074.0,1011.0,89.2,360.0,1.0,Urban,Y
LP004167,Male,No,2,Graduate,Yes,3096.0,814.0,172.3,360.0,1.0,Semiurban,Y
LP004830,Male,Yes,1,Graduate,No,3962.0,609.0,217.4,240.0,1.0,Semiurban,Y
LP004229,Male,Yes,0,Not Graduate,No,5751.0,0.0,105.0,360.0,0.0,Semiurban,Y
LP008489,Female,Yes,0,Graduate,No,4254.0,942.0,120.3,360.0,0.0,Urban,Y
LP006765,Male,No,0,Graduate,No,4278.0,3829.0,98.3,360.0,0.0,Semiurban,N
LP002139,Male,Yes,0,Graduate,No,9083.0,0.0,228.0,360.0,1.0,Semiurban,Y
LP006295,Male,Yes,0,Not Graduate,No,3563.0,0.0,123.8,360.0,1.0,Rural,Y
LP007285,Male,Yes,2,Graduate,No,5969.0,2359.0,165.6,360.0,0.0,Semiurban,N
LP006329,Male,Yes,0,Not Graduate,Yes,3135.0,0.0,106.7,360.0,1.0,Urban,N
LP004499,Male,No,2,Graduate,No,5233.0,3062.0,121.5,240.0,1.0,Rural,Y
LP002300,Female,No,0,Not Graduate,No,1963.0,0.0,53.0,360.0,1.0,Semiurban,Y
LP008420,Male,No,0,Graduate,No,4301.0,2071.0,84.3,360.0,0.0,Semiurban,Y
LP001289,Male,No,0,Graduate,No,8566.0,0.0,210.0,360.0,1.0,Urban,Y
LP003140,Male,Yes,0,Graduate,No,4991.0,0.0,121.1,360.0,1.0,Semiurban,Y
LP004234,Male,Yes,0,Graduate,No,2119.0,2157.0,124.9,360.0,1.0,Urban,Y
LP008621,Male,No,0,Not Graduate,No,4566.0,0.0,58.2,360.0,1.0,Rural,N
LP002493,Male,No,0,Graduate,No,4166.0,0.0,98.0,360.0,0.0,Semiurban,N
LP009419,Female,No,0,Graduate,No,389.0,1283.0,96.9,360.0,1.0,Semiurban,Y
LP006923,Male,Yes,1,Graduate,No,3401.0,1790.0,141.8,120.0,1.0,Urban,Y
LP007457,Male,Yes,0,Graduate,No,3691.0,1194.0,162.1,360.0,1.0,Rural,Y
LP005562,Female,Yes,1,Graduate,No,3216.0,2134.0,153.1,360.0,1.0,Urban,Y
LP006244,Male,Yes,2,Graduate,No,4584.0,2087.0,159.4,360.0,1.0,Rural,N
LP002943,Male,No,,Graduate,No,2987.0,0.0,88.0,360.0,0.0,Semiurban,N
LP009621,Male,No,0,Not Graduate,No,4305.0,2758.0,79.1,240.0,1.0,Urban,Y
LP010887,Male,Yes,2,Graduate,No,3549.0,1838.0,99.9,360.0,1.0,Urban,N
LP009267,Male,Yes,0,Graduate,No,1536.0,2279.0,76.0,360.0,1.0,Urban,Y
LP004262,Male,Yes,0,Not Graduate,No,4500.0,286.0,84.0,360.0,1.0,Urban,Y
LP007006,Male,No,0,Graduate,No,4378.0,0.0,45.8,360.0,0.0,Semiurban,Y
LP001953,Male,Yes,1,Graduate,No,6875.0,0.0,200.0,360.0,1.0,Semiurban,Y
LP006065,Male,No,2,Graduate,No,3558.0,4318.0,132.9,360.0,0.0,Semiurban,N
LP004558,Male,Yes,0,Not Graduate,No,4698.0,719.0,126.4,240.0,1.0,Urban,Y
LP008156,Male,Yes,0,Graduate,Yes,4884.0,935.0,107.0,360.0,1.0,Urban,Y
LP005949,Male,Yes,2,Not Graduate,No,4256.0,781.0,95.0,360.0,1.0,Urban,Y
LP005739,Male,Yes,0,Graduate,No,2772.0,1035.0,125.3,180.0,1.0,Semiurban,Y
LP010139,Male,Yes,0,Graduate,No,5870.0,883.0,107.1,360.0,1.0,Semiurban,Y
LP003232,Female,Yes,0,Graduate,No,3267.0,260.0,177.5,180.0,0.0,Rural,Y
LP006963,Male,Yes,1,Not Graduate,No,4802.0,317.0,149.0,360.0,1.0,Urban,Y
LP003054,Male,No,0,Graduate,No,2856.0,0.0,154.1,300.0,1.0,Rural,Y
LP008536,Female,Yes,0,Graduate,No,3425.0,1071.0,112.7,360.0,1.0,Rural,Y
LP006290,Male,Yes,0,Graduate,Yes,3085.0,1175.0,127.7,360.0,1.0,Rural,Y
LP009040,Male,Yes,2,Graduate,No,4057.0,854.0,164.5,360.0,1.0,Rural,Y
LP006805,Male,Yes,2,Graduate,No,3181.0,1910.0,141.6,360.0,1.0,Rural,Y
LP001255,Male,No,0,Graduate,No,3750.0,0.0,113.0,480.0,1.0,Urban,N
LP009773,Male,No,1,Graduate,Yes,2451.0,2812.0,164.7,180.0,1.0,Urban,Y
LP004593,Male,Yes,1,Graduate,No,2426.0,311.0,116.7,360.0,1.0,Semiurban,Y
LP009307,Female,Yes,0,Graduate,No,3790.0,615.0,132.6,360.0,1.0,Semiurban,N
LP005143,Male,No,0,Graduate,No,4268.0,1319.0,132.1,360.0,1.0,Rural,Y
LP006461,Female,Yes,0,Not Graduate,No,3267.0,3224.0,105.0,360.0,1.0,Urban,Y
LP004518,Male,Yes,2,Graduate,No,2862.0,3499.0,91.8,120.0,1.0,Semiurban,Y
LP006353,Male,Yes,0,Graduate,No,4768.0,764.0,120.6,180.0,1.0,Urban,N
LP010007,Male,Yes,0,Graduate,No,4118.0,1043.0,110.3,360.0,0.0,Semiurban,N
LP010791,Female,Yes,0,Not Graduate,No,3875.0,1206.0,125.2,360.0,1.0,Rural,N
LP003829,Male,No,1,Not Graduate,Yes,1429.0,3018.0,163.0,360.0,1.0,Semiurban,Y
LP009411,Male,Yes,0,Graduate,Yes,3888.0,2799.0,59.7,360.0,1.0,Urban,Y
LP009477,Male,No,0,Graduate,No,5101.0,1246.0,151.0,180.0,1.0,Rural,Y
LP006877,Female,No,0,Graduate,Yes,4086.0,1251.0,0.0,360.0,1.0,Urban,Y
LP005843,Female,Yes,2,Graduate,No,3182.0,0.0,96.6,360.0,0.0,Urban,N
LP004909,Male,Yes,0,Graduate,No,2930.0,793.0,132.8,360.0,1.0,Semiurban,Y
LP008556,Male,Yes,0,Graduate,No,2164.0,1367.0,110.2,360.0,1.0,Urban,Y
LP010615,Male,Yes,0,Graduate,No,4000.0,1081.0,113.0,360.0,1.0,Semiurban,Y
LP004490,Male,No,2,Not Graduate,No,1691.0,1.0,111.2,360.0,1.0,Urban,Y
LP009966,Male,No,0,Graduate,No,4924.0,1479.0,196.5,180.0,1.0,Urban,Y
LP008321,Male,Yes,0,Graduate,No,3902.0,0.0,202.2,360.0,0.0,Rural,Y
LP001786,Male,Yes,0,Graduate,,5746.0,0.0,255.0,360.0,,Urban,N
LP004443,Male,Yes,1,Graduate,No,1307.0,724.0,152.1,360.0,1.0,Urban,Y
LP008946,Female,Yes,0,Not Graduate,No,3671.0,1228.0,97.3,360.0,1.0,Semiurban,Y
LP005552,Female,No,0,Not Graduate,No,2559.0,3342.0,88.1,180.0,1.0,Urban,Y
LP006795,Male,Yes,0,Not Graduate,No,3748.0,1439.0,130.3,360.0,1.0,Semiurban,Y
LP007598,Male,No,0,Graduate,No,3394.0,1090.0,72.6,360.0,1.0,Semiurban,Y
LP005583,Male,Yes,0,Graduate,No,5903.0,0.0,88.4,360.0,0.0,Semiurban,Y
LP005946,Male,Yes,0,Graduate,Yes,5445.0,1149.0,105.3,240.0,1.0,Semiurban,Y
LP006911,Male,Yes,0,Graduate,No,10000000.0,717.0,124.5,360.0,1.0,Semiurban,Y
LP003558,Male,No,2,Graduate,No,2059.0,1292.0,121.4,360.0,1.0,Semiurban,Y
LP008637,Female,Yes,0,Graduate,No,2345.0,1162.0,176.1,360.0,0.0,Semiurban,N
LP007687,Male,Yes,0,Graduate,No,4556.0,469.0,112.9,360.0,1.0,Rural,Y
LP004715,Female,Yes,0,Graduate,Yes,4860.0,643.0,160.6,240.0,1.0,Rural,Y
LP005934,Male,No,0,Graduate,No,4119.0,2049.0,137.3,180.0,1.0,Urban,Y
LP004334,Female,No,0,Not Graduate,No,4171.0,2979.0,84.3,360.0,0.0,Semiurban,N
LP004940,Male,Yes,2,Not Graduate,No,6251.0,2317.0,156.2,360.0,1.0,Rural,Y
LP005789,Male,Yes,1,Graduate,No,4351.0,1777.0,100.8,360.0,1.0,Semiurban,Y
LP010429,Male,Yes,1,Graduate,No,,0.0,129.3,360.0,1.0,Urban,Y
LP006534,Male,Yes,2,Graduate,No,3695.0,2291.0,176.0,360.0,1.0,Rural,Y
LP005043,Male,Yes,0,Graduate,No,4015.0,466.0,126.8,360.0,1.0,Urban,Y
LP003416,Male,Yes,0,Graduate,No,4818.0,1546.0,119.7,300.0,1.0,Semiurban,Y
LP007484,Male,Yes,0,Graduate,Yes,3722.0,528.0,149.1,360.0,1.0,Semiurban,Y
LP003472,Male,Yes,0,Graduate,No,2054.0,924.0,63.6,360.0,0.0,Semiurban,N
LP007016,Male,Yes,0,Graduate,No,2623.0,1427.0,140.2,360.0,0.0,Rural,Y
LP005118,Male,Yes,0,Graduate,No,3139.0,1776.0,97.8,360.0,1.0,Urban,Y
LP010058,Male,Yes,0,Not Graduate,No,4265.0,890.0,180.7,180.0,1.0,Urban,Y
LP006086,Female,No,0,Graduate,Yes,2070.0,0.0,138.6,240.0,1.0,Urban,Y
LP003826,Male,No,0,Graduate,No,4131.0,2053.0,140.4,240.0,1.0,Urban,Y
LP003668,Female,No,0,Graduate,No,3810.0,2159.0,74.2,180.0,1.0,Rural,Y
LP006107,Female,Yes,0,Not Graduate,Yes,4870.0,1838.0,168.4,360.0,1.0,Urban,Y
LP003781,Female,Yes,0,Graduate,No,4707.0,1862.0,147.4,360.0,1.0,Urban,N
LP005092,Female,Yes,1,Graduate,Yes,2638.0,2651.0,107.8,360.0,1.0,Semiurban,Y
LP003102,Male,Yes,0,Not Graduate,No,4644.0,700.0,96.2,180.0,1.0,Urban,Y
LP006094,Male,Yes,0,Graduate,No,1146.0,2678.0,95.4,360.0,1.0,Rural,Y
LP006462,Male,Yes,2,Not Graduate,Yes,5045.0,,166.6,360.0,1.0,Rural,Y
LP004637,Male,Yes,0,Graduate,No,2869.0,1590.0,91.5,240.0,1.0,Semiurban,Y
LP008577,Male,Yes,0,Graduate,No,3915.0,702.0,143.2,300.0,,Semiurban,Y
LP005767,Male,No,0,Graduate,Yes,3896.0,166.0,130.8,360.0,0.0,Semiurban,Y
LP009076,Male,Yes,1,Not Graduate,Yes,3531.0,139.0,102.3,360.0,1.0,Rural,Y
LP009452,Male,Yes,0,Graduate,No,5176.0,1797.0,118.8,360.0,1.0,Semiurban,Y
LP008909,Male,Yes,0,Graduate,No,5306.0,941.0,122.7,180.0,1.0,Semiurban,Y
LP010462,Male,No,2,Graduate,No,3564.0,739.0,175.9,120.0,1.0,Semiurban,Y
LP004299,Male,Yes,1,Graduate,No,4377.0,574.0,145.6,360.0,1.0,Semiurban,Y
LP005180,Male,Yes,1,Graduate,No,1330.0,3320.0,123.6,360.0,1.0,Urban,Y
LP009664,Male,Yes,2,Graduate,No,5217.0,1215.0,139.0,360.0,1.0,Urban,Y
LP005878,Male,Yes,0,Graduate,No,2931.0,1795.0,142.7,360.0,1.0,Semiurban,N
LP010272,Male,Yes,0,Graduate,No,1225.0,745.0,147.2,360.0,1.0,Semiurban,Y
LP010913,Male,Yes,0,Graduate,No,3147.0,1769.0,115.1,360.0,1.0,Semiurban,Y
LP010230,Male,No,1,Graduate,No,3507.0,522.0,112.1,360.0,0.0,Urban,Y
LP010956,Male,Yes,0,Graduate,No,5803.0,672.0,123.1,360.0,1.0,Rural,Y
LP005621,Male,Yes,0,Graduate,No,5382.0,787.0,69.9,360.0,0.0,Urban,N
LP001750,Male,Yes,0,Graduate,No,6250.0,0.0,128.0,360.0,1.0,Semiurban,Y
LP008564,Female,No,0,Graduate,No,3383.0,1615.0,199.2,360.0,1.0,Rural,Y
LP006789,Male,Yes,0,Graduate,No,1782.0,0.0,133.0,360.0,1.0,Urban,Y
LP008275,Male,No,0,Graduate,No,3912.0,1060.0,149.2,240.0,1.0,Semiurban,Y
LP003222,Male,Yes,1,Graduate,No,2092.0,547.0,206.1,180.0,1.0,Semiurban,Y
LP008288,Male,Yes,2,Graduate,No,4041.0,173.0,102.1,360.0,0.0,Rural,Y
LP006704,Male,Yes,0,Not Graduate,No,2167.0,1664.0,92.5,360.0,1.0,Semiurban,Y
LP004825,Male,No,0,Graduate,No,2140.0,0.0,129.0,240.0,1.0,Rural,Y
LP008380,Female,Yes,0,Graduate,No,3195.0,885.0,124.7,300.0,1.0,Semiurban,Y
LP010460,Male,No,0,Graduate,No,3533.0,996.0,143.3,360.0,1.0,Urban,Y
LP009957,Male,No,3+,Graduate,Yes,3077.0,3023.0,65.7,180.0,0.0,Semiurban,Y
LP005902,Female,No,0,Not Graduate,No,2608.0,1689.0,106.9,360.0,1.0,Semiurban,Y
LP003407,Female,Yes,0,Graduate,No,3591.0,1995.0,131.6,120.0,0.0,Urban,N
LP005654,Male,No,0,Graduate,Yes,4235.0,0.0,174.5,360.0,1.0,Rural,Y
LP007963,Male,Yes,0,Not Graduate,No,4373.0,1917.0,113.2,360.0,1.0,Semiurban,N
LP005159,Male,No,2,Graduate,No,4887.0,1362.0,134.7,180.0,1.0,Semiurban,Y
LP001430,Female,No,0,Graduate,No,4166.0,0.0,44.0,360.0,1.0,Semiurban,Y
LP010379,Male,Yes,0,Graduate,No,2918.0,1542.0,75.5,360.0,1.0,Semiurban,Y
LP009170,Male,Yes,0,Graduate,No,1.0,1032.0,94.5,300.0,1.0,Rural,Y
LP010623,Female,Yes,0,Graduate,No,3235.0,774.0,116.5,360.0,1.0,Semiurban,Y
LP008910,Male,No,1,Graduate,Yes,5280.0,1793.0,172.9,180.0,1.0,Semiurban,Y
LP003248,Male,Yes,0,,No,3209.0,0.0,207.0,360.0,1.0,Semiurban,N
LP008192,Male,Yes,3+,Graduate,No,2943.0,1449.0,45.0,360.0,1.0,Urban,Y
LP005605,Male,No,2,Graduate,No,3410.0,1461.0,202.3,180.0,0.0,Urban,Y
LP006314,Male,Yes,0,Not Graduate,No,5587.0,1294.0,83.6,300.0,1.0,Urban,Y
LP007453,Male,Yes,2,Not Graduate,Yes,3525.0,3303.0,135.7,300.0,1.0,Semiurban,Y
LP007360,Female,Yes,0,Graduate,Yes,6772.0,0.0,211.5,360.0,1.0,Rural,Y
LP001146,Female,Yes,0,Graduate,No,2645.0,3440.0,120.0,360.0,0.0,Urban,N
LP003914,Female,Yes,0,Not Graduate,No,4576.0,361.0,144.7,360.0,1.0,Semiurban,Y
LP006277,Male,No,3+,Not Graduate,No,3177.0,1265.0,173.1,180.0,1.0,Urban,Y
LP010165,,Yes,1,Graduate,No,2405.0,1889.0,113.6,240.0,1.0,Urban,N
LP005088,Male,No,0,Graduate,No,5151.0,1503.0,131.6,360.0,1.0,Rural,Y
LP009422,Male,Yes,0,Not Graduate,No,2994.0,2506.0,0.0,360.0,1.0,Semiurban,Y
LP006608,Female,Yes,2,Graduate,No,4498.0,0.0,156.2,360.0,1.0,Rural,Y
LP009794,Male,No,1,Not Graduate,No,4147.0,1428.0,123.6,360.0,1.0,Rural,Y
LP004045,Male,No,2,Graduate,No,4771.0,270.0,170.9,360.0,0.0,Urban,Y
LP007964,Male,No,0,Not Graduate,No,2730.0,216.0,142.7,360.0,1.0,Urban,Y
LP006413,Male,Yes,0,Graduate,No,4993.0,18.0,125.4,360.0,1.0,Semiurban,Y
LP004733,Male,Yes,3+,Graduate,No,3017.0,904.0,73.0,360.0,1.0,Rural,Y
LP004571,Female,Yes,2,Graduate,No,5524.0,631.0,110.4,360.0,0.0,Semiurban,N
LP004005,Male,No,1,Graduate,No,223.0,389.0,178.9,360.0,1.0,Urban,Y
LP006482,Male,Yes,0,Graduate,Yes,4793.0,0.0,146.4,240.0,1.0,Urban,Y
LP006560,Female,No,0,Graduate,No,6069.0,604.0,153.1,360.0,1.0,Rural,Y
LP007629,Male,Yes,0,Graduate,No,6649.0,1875.0,113.3,300.0,0.0,Semiurban,Y
LP006122,,Yes,1,Not Graduate,No,5668.0,1295.0,98.4,360.0,1.0,Urban,N
LP005663,Male,No,0,Graduate,No,256.0,2625.0,171.5,360.0,1.0,Urban,Y
LP009159,Male,Yes,0,Graduate,No,3025.0,3675.0,132.9,360.0,0.0,Rural,N
LP007549,Female,No,0,Graduate,No,2551.0,4647.0,185.9,240.0,1.0,Semiurban,Y
LP009362,Male,Yes,0,Graduate,No,1967.0,926.0,67.4,360.0,1.0,Semiurban,Y
LP010826,Male,Yes,0,Not Graduate,Yes,4190.0,3709.0,83.4,360.0,1.0,Semiurban,Y
LP006821,Male,Yes,0,Not Graduate,No,1907.0,0.0,120.2,360.0,1.0,Urban,Y
LP003403,Male,No,0,Graduate,Yes,4584.0,0.0,117.4,240.0,1.0,Urban,Y
LP003655,Male,Yes,0,Graduate,No,840.0,1615.0,192.6,240.0,0.0,Urban,Y
LP007299,Male,No,0,Graduate,No,4468.0,1198.0,85.3,360.0,1.0,Semiurban,Y
LP008276,Male,No,0,Graduate,No,3951.0,2914.0,141.9,360.0,1.0,Urban,Y
LP007791,Male,Yes,0,Not Graduate,No,4303.0,0.0,107.7,360.0,1.0,Semiurban,Y
LP006972,Male,Yes,0,Graduate,Yes,3354.0,1468.0,143.8,360.0,1.0,Rural,Y
LP010030,Male,Yes,2,Graduate,No,3850.0,1278.0,163.4,360.0,1.0,Urban,Y
LP003131,Female,No,0,Graduate,No,2933.0,35.0,151.6,360.0,1.0,Urban,Y
LP004688,Male,Yes,0,Graduate,No,3324.0,2231.0,127.6,360.0,1.0,Semiurban,N
LP009100,Male,Yes,0,Not Graduate,No,4435.0,1143.0,107.9,240.0,1.0,Semiurban,Y
LP007965,Male,Yes,0,Graduate,No,4406.0,117.0,124.1,360.0,1.0,Semiurban,Y
LP004681,Male,No,0,Graduate,No,2771.0,2389.0,148.1,360.0,1.0,Rural,Y
LP004143,Male,No,1,Graduate,No,3384.0,1354.0,154.1,360.0,1.0,Rural,Y
LP009844,Male,Yes,2,Graduate,No,4903.0,0.0,144.8,360.0,1.0,Semiurban,Y
LP010893,Male,No,2,Graduate,No,3401.0,0.0,209.1,360.0,1.0,Semiurban,Y
LP008644,Male,Yes,1,Graduate,No,3918.0,961.0,157.9,360.0,0.0,Urban,Y
LP007462,Male,Yes,0,Graduate,No,4532.0,105.0,175.2,360.0,1.0,Semiurban,Y
LP009050,Male,No,2,Graduate,No,6141.0,2552.0,141.6,360.0,1.0,Urban,Y
LP007325,Male,Yes,0,Not Graduate,Yes,2119.0,2030.0,133.6,180.0,0.0,Urban,N
LP002606,Female,No,0,Graduate,No,3159.0,0.0,100.0,360.0,1.0,Semiurban,Y
LP004191,Male,No,0,Not Graduate,No,4792.0,801.0,178.3,360.0,0.0,Semiurban,Y
LP008071,Male,No,0,Not Graduate,No,3615.0,1187.0,163.1,300.0,1.0,Urban,Y
LP009049,Female,Yes,0,Graduate,No,3219.0,1968.0,87.5,360.0,1.0,Rural,Y
LP008232,Female,No,1,,No,4374.0,974.0,98.1,300.0,0.0,Semiurban,Y
LP006933,Male,Yes,0,Graduate,No,4496.0,593.0,114.2,240.0,1.0,Urban,Y
LP004452,Male,Yes,0,Graduate,No,4441.0,1022.0,145.2,360.0,1.0,Semiurban,Y
LP009576,Male,Yes,0,Graduate,No,2751.0,1216.0,98.1,360.0,1.0,Rural,Y
LP009113,Male,No,1,Not Graduate,No,3514.0,612.0,170.3,360.0,1.0,Urban,Y
LP009898,Male,Yes,0,,No,4914.0,3481.0,156.7,360.0,1.0,Semiurban,Y
LP007681,Male,No,0,Graduate,No,3573.0,964.0,0.0,360.0,1.0,Urban,Y
LP010547,Male,No,0,Graduate,No,3597.0,2482.0,101.2,360.0,1.0,Rural,Y
LP008986,Male,No,2,Graduate,No,3619.0,2725.0,99.0,360.0,1.0,Semiurban,N
LP009030,Male,Yes,0,Graduate,No,3265.0,2703.0,100.0,240.0,0.0,Urban,N
LP003394,Female,Yes,1,Graduate,Yes,5483.0,3817.0,165.6,360.0,0.0,Urban,Y
LP008261,Male,Yes,0,Graduate,No,4137.0,2164.0,122.0,180.0,1.0,Rural,Y
LP004075,Male,Yes,0,Graduate,No,1000000.0,427.0,100.1,360.0,1.0,Semiurban,N
LP009545,Male,No,0,Not Graduate,No,5462.0,2201.0,157.8,120.0,1.0,Urban,Y
LP010270,Male,Yes,1,Graduate,No,1000000.0,566.0,118.2,240.0,1.0,Urban,N
LP007068,Male,No,0,Graduate,No,4435.0,2290.0,116.2,360.0,1.0,Semiurban,Y
LP006249,Male,Yes,0,Not Graduate,No,4559.0,1429.0,102.4,180.0,1.0,Semiurban,N
LP010152,Male,No,0,Graduate,No,4030.0,0.0,139.9,360.0,1.0,Urban,Y
LP003262,Female,Yes,0,Graduate,No,3245.0,236.0,160.0,360.0,1.0,Urban,Y
LP005630,Female,Yes,0,Graduate,No,3404.0,973.0,98.8,360.0,1.0,Rural,Y
LP005817,Male,Yes,0,Not Graduate,No,2136.0,2029.0,190.7,360.0,1.0,Semiurban,N
LP004663,Male,,0,Graduate,No,3799.0,0.0,189.2,360.0,1.0,Semiurban,Y
LP007698,Female,No,1,Graduate,Yes,3640.0,324.0,99.8,180.0,1.0,Semiurban,Y
LP009132,Male,No,1,Not Graduate,No,6076.0,0.0,90.3,360.0,1.0,Rural,Y
LP003182,Male,Yes,2,Not Graduate,Yes,4027.0,1142.0,169.2,360.0,1.0,Urban,N
LP010973,Female,No,0,Graduate,No,1474.0,597.0,206.5,180.0,1.0,Semiurban,Y
LP005366,Female,Yes,1,Not Graduate,No,3858.0,2099.0,123.7,360.0,0.0,Semiurban,Y
LP009875,Male,Yes,0,Graduate,No,4838.0,4017.0,85.1,360.0,1.0,Semiurban,N
LP003653,Male,Yes,0,Graduate,No,3943.0,402.0,114.3,120.0,1.0,Urban,Y
LP001644,,Yes,0,Graduate,Yes,674.0,5296.0,168.0,360.0,1.0,Rural,Y
LP007328,Male,Yes,1,Graduate,No,3874.0,1815.0,77.3,120.0,0.0,Urban,N
LP003986,Male,No,1,Not Graduate,No,3209.0,1209.0,158.1,360.0,1.0,Rural,Y
LP010626,Female,No,0,Graduate,No,4072.0,826.0,134.9,360.0,1.0,Urban,Y
LP004925,Male,Yes,0,Graduate,No,2499.0,0.0,107.8,180.0,1.0,Semiurban,Y
LP008440,Male,Yes,0,Graduate,No,1809.0,,158.9,240.0,1.0,Urban,Y
LP005412,Male,No,0,Graduate,No,4336.0,0.0,86.1,360.0,1.0,Semiurban,Y
LP006023,Male,Yes,0,Graduate,Yes,3800.0,316.0,105.1,360.0,1.0,Semiurban,Y
LP008308,Male,Yes,1,Graduate,No,6131.0,0.0,127.1,360.0,1.0,Semiurban,Y
LP003109,Male,Yes,2,Graduate,No,2485.0,1765.0,148.4,240.0,1.0,Semiurban,Y
LP009277,Male,No,0,Not Graduate,No,2429.0,104.0,143.3,360.0,1.0,Semiurban,Y
LP009856,Male,Yes,3+,Graduate,No,5619.0,882.0,171.0,180.0,1.0,Semiurban,Y
LP007235,Male,Yes,2,Graduate,Yes,3964.0,2499.0,131.9,240.0,1.0,Urban,Y
LP009045,Male,Yes,0,Graduate,No,3980.0,0.0,144.2,360.0,0.0,Urban,N
LP006782,Male,Yes,0,Not Graduate,Yes,4321.0,4501.0,128.4,360.0,0.0,Semiurban,N
LP003414,Male,Yes,0,Graduate,No,3228.0,1238.0,130.3,360.0,1.0,Rural,Y
LP006896,Female,No,0,Graduate,Yes,4994.0,277.0,93.6,360.0,1.0,Semiurban,Y
LP010837,Female,Yes,1,Graduate,Yes,3299.0,651.0,92.7,360.0,1.0,Rural,Y
LP002188,Male,No,0,Graduate,No,5124.0,0.0,124.0,,0.0,Rural,N
LP003368,Male,Yes,0,Graduate,No,1619.0,0.0,60.6,360.0,1.0,Urban,Y
LP006072,Male,No,2,Graduate,Yes,2258.0,2195.0,88.2,360.0,0.0,Urban,N
LP004583,Male,Yes,3+,Graduate,No,3515.0,1158.0,159.1,360.0,0.0,Urban,N
LP008199,Male,Yes,1,Graduate,No,3861.0,1967.0,109.1,300.0,1.0,Rural,Y
LP003084,Male,Yes,2,Graduate,No,4120.0,0.0,105.1,360.0,0.0,Semiurban,N
LP004482,Male,No,0,Graduate,No,2117.0,1087.0,97.7,300.0,1.0,Semiurban,Y
LP005759,Male,Yes,0,Graduate,No,4501.0,212.0,101.9,240.0,1.0,Semiurban,Y
LP005955,Male,Yes,0,Graduate,No,2085.0,1328.0,88.7,360.0,1.0,Semiurban,Y
LP003953,Male,Yes,0,Graduate,Yes,3245.0,4188.0,132.6,360.0,1.0,Semiurban,Y
LP008227,Female,Yes,0,Graduate,Yes,5530.0,450.0,128.8,360.0,1.0,Semiurban,Y
LP008099,Male,Yes,0,Graduate,No,4684.0,1546.0,110.1,360.0,1.0,Urban,Y
LP009600,Male,Yes,0,Graduate,No,2799.0,976.0,125.2,240.0,0.0,Semiurban,Y
LP008965,Male,No,0,Graduate,No,3564.0,978.0,173.1,360.0,0.0,Urban,Y
LP004403,Male,Yes,0,Graduate,No,1522.0,1707.0,117.9,360.0,1.0,Semiurban,Y
LP008878,Female,Yes,0,Graduate,No,3027.0,1016.0,92.9,180.0,0.0,Rural,Y
LP006294,Male,No,0,Graduate,No,4543.0,1976.0,197.3,360.0,1.0,Semiurban,Y
LP004655,Male,Yes,2,Not Graduate,Yes,5089.0,1089.0,171.7,300.0,1.0,Rural,Y
